"","V1","V2","V3","V4","V5"
"1",17.6301903856704,0.357956336310181,0.0641618951087146,-0.592429048748279,-1.13480362032359
"2",17.6256821713742,0.357150876772092,0.0630095798196386,-0.593017534773367,-1.13505134174888
"3",17.62719155425,0.363750384127101,0.06826282876062,-0.598538652484617,-1.13338200002962
"4",17.6277095667226,0.356154425282405,0.0652432857244882,-0.589776068047616,-1.13291510836243
"5",17.631511509887,0.359342491433502,0.0632468078683424,-0.597298702847862,-1.13985266584106
"6",17.6284856288436,0.361474756940211,0.0682351662872982,-0.592804610611772,-1.13871996457717
"7",17.6305911965153,0.355952421933711,0.0628831517643249,-0.59569149946687,-1.14755062132677
"8",17.6275495156832,0.361010232303514,0.0660365416800239,-0.589746470542718,-1.13922747449861
"9",17.6299622521127,0.358008664728391,0.0667576226449214,-0.593066402669812,-1.14298049572065
"10",17.6275337347653,0.354637737049991,0.0648863557423383,-0.592192773182571,-1.13314502020864
"11",17.632577301071,0.358228079075602,0.0645883223959203,-0.598001086275616,-1.14536504008995
"12",17.6310972582475,0.354055075073425,0.0620533982460323,-0.596883991153909,-1.13852297768913
"13",17.6300386961229,0.360592591268642,0.0679261145130816,-0.593793901535918,-1.13815242886777
"14",17.6295334047932,0.355216339303833,0.0634474800567659,-0.597127584708623,-1.13742644613318
"15",17.6336167964151,0.359174632663095,0.0621827997898343,-0.594616410761848,-1.13788600240201
"16",17.6292984853262,0.358977139463153,0.0635329318472628,-0.593914920640227,-1.14075197772204
"17",17.628455665122,0.35930323690123,0.0647967367475673,-0.598306613944835,-1.14247324904347
"18",17.6301474609337,0.35798258250118,0.0618390968691855,-0.601460344288473,-1.1441274503623
"19",17.6317517277451,0.35678963678739,0.0587370912914231,-0.598278570769942,-1.14491373312177
"20",17.6310314512101,0.360181347683618,0.0627284303307754,-0.599775608334024,-1.14665315148357
"21",17.6341512427715,0.357074435502632,0.0581440372439985,-0.600873172507601,-1.14299301746578
"22",17.6298020694914,0.358995740035752,0.0661213831859051,-0.59400596634061,-1.1355620685934
"23",17.6285560535873,0.357111536304433,0.0668853610642337,-0.588079174100194,-1.13460830734747
"24",17.6351097038613,0.356911455134888,0.0608590563886118,-0.603742918643075,-1.14727856938635
"25",17.6333574305133,0.358223880257572,0.0664494900053327,-0.595644974281164,-1.14078064036613
"26",17.6289308176246,0.357558665662758,0.0613076859460229,-0.597053393020804,-1.14330245602476
"27",17.6302396950231,0.361894042474489,0.0659109483586242,-0.591521984916291,-1.1332899973108
