"","V1","V2","V3","V4","V5"
"1",17.6496147050824,0.391910870236745,-0.0905984293748804,-0.91449817258368,-0.913159092296477
"2",17.6768073282881,0.0624063716001756,0.0644408233279807,-0.78579732662768,-1.68471176064944
"3",17.789525143532,0.253270353607741,0.099796158385199,-0.662082974291687,-1.38019966660343
"4",17.6508197242092,0.306594108434955,0.173362456586254,-0.633481174308424,-0.739207571132137
"5",17.3869337573669,0.370171282902915,0.139387401731341,-0.792346374690986,-0.706904307795165
"6",17.5373201311667,0.327408147976604,0.254378171330207,-0.317449112917203,-0.65254639277355
"7",17.7378371319089,0.34790283108884,0.2161934161443,-0.553166750930739,-1.23165385113424
"8",17.6468578223619,0.461420659292047,0.113819730901207,-0.74451282323005,-1.30785260206549
"9",17.6926951300054,0.291057731551484,-0.0387646306015742,-0.761997277961536,-1.13373806162109
"10",17.5984965428174,0.337296191751855,0.14901863144869,-0.364845935017803,-1.33202176689742
"11",17.6057452891693,0.358086385737353,0.153260923940073,-0.490645896054265,-1.02969771780643
"12",17.6824941671432,0.234291175092314,-0.0189129127644192,-0.553168179240971,-1.06259116227247
"13",17.689677866415,0.553197435692575,0.469979062351573,-0.356520287842155,-1.29931314548912
"14",17.5717081687751,0.462716374919798,0.102435198344058,-0.52375761227962,-0.893996420439512
"15",17.5331362317955,0.528054738209492,0.0394337549784549,-0.550720423084691,-1.01164872012672
"16",17.3836567893571,0.390735730886665,0.208057416144409,-0.270057642254816,-0.686461755521381
"17",17.7110636970681,0.173943290340388,-0.198773386154541,-0.820012445072378,-1.20313033135004
"18",17.6031863228026,0.340634715946794,0.184306143708017,-0.0856698681931377,-0.860423937667273
"19",17.6833973793867,0.431839945986313,0.0661586912830656,-0.562035188025245,-1.03405840581527
"20",17.8096236466779,0.372475009582644,-0.121353100575923,-0.583987025113973,-1.23672379713525
"21",17.8490731452655,0.450893842403965,-0.0898039326465749,-0.435331059147737,-1.00327452050169
"22",17.5063947622348,0.40398594388475,-0.180626034223459,-0.84300261876669,-1.5119004827494
"23",17.5839991688705,0.363289807565771,0.0955823122886935,-0.927943002559144,-1.13512721819478
"24",17.7726930095088,0.289158737434087,0.017075868989439,-0.408189309755258,-1.03550733079707
"25",17.7097709105464,0.336824200006373,0.0327859702232609,-0.623633755280158,-0.984311933221937
