"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45"
"1",17.6496147050824,0.516971902125319,0.351381901155256,-0.389913054852328,-0.429688352348557,17.6496147050824,0.376715107530912,-0.0715154789242104,-0.876843000062557,-1.03009269501093,17.6496147050824,0.37951376661495,-0.16602610831731,-0.889944228124178,-0.942659996615551,17.6496147050824,0.385779812838558,-0.0202049360146311,-0.793374859761967,-0.814756167699457,17.6496147050824,0.392220226772474,-0.119100912486103,-0.8916130995861,-0.91172883016804,17.6496147050824,0.386523238458421,-0.0304751395959072,-0.818514582265729,-1.00681038349171,17.6496147050824,0.39189397633422,-0.15302448747338,-0.88330021624186,-0.918871994301975,17.6496147050824,0.391045647172026,-0.0423048461866552,-0.81569019144452,-0.992467141909733,17.6496147050824,0.396413449647817,-0.164271936576015,-0.88005752247659,-0.904868321155561
"2",17.6768073282881,0.258646755514368,0.618192183466682,-0.452041491353612,-1.25366580506722,17.6768073282881,0.110103311969085,0.238741951440138,-0.853186774651423,-1.78564993186585,17.6768073282881,0.0629091775836477,0.111400292336521,-0.71251327904841,-1.67439764393205,17.6768073282881,0.116118843970928,0.217501330772595,-0.780794506466639,-1.62590569234675,17.6768073282881,0.0742208752687381,0.0407582711290437,-0.79545028709599,-1.6790716471861,17.6768073282881,0.111351253697701,0.16895890970074,-0.886497955130602,-1.76389429105109,17.6768073282881,0.0798686184770844,0.0753070997903984,-0.770626977706583,-1.77147519251289,17.6768073282881,0.101263204949326,0.175342672170585,-0.852639097816847,-1.71224127922405,17.6768073282881,0.0698307409345438,0.0816475561460843,-0.737301015045752,-1.72030391534137
"3",17.789525143532,0.453979724097023,0.415442100903081,-0.356353551225064,-0.848779582409783,17.789525143532,0.257147134487057,0.0765657679434442,-0.805112113522702,-1.57597680948652,17.789525143532,0.237285461075887,0.149527714726919,-0.716993814717664,-1.46272349296258,17.789525143532,0.270203106240233,0.0977024406362854,-0.688944948653989,-1.3582432991325,17.789525143532,0.253363393650978,0.0652235023567052,-0.665055164251805,-1.37866370006941,17.789525143532,0.273451358618019,0.0975857383429736,-0.696220771462561,-1.38159057369092,17.789525143532,0.259159334370378,0.0587893311341381,-0.678086874333112,-1.37763420560141,17.789525143532,0.2651102706419,0.0947154056164953,-0.686716173809792,-1.37063779361237,17.789525143532,0.250835731500445,0.0558921659619111,-0.668586978396415,-1.36667935873999
"4",17.6508197242092,0.470743897395131,0.51994463664132,-0.313876748920673,-0.424968508075891,17.6508197242092,0.357759406854137,0.269001356196997,-0.583537718636225,-0.834947342676016,17.6508197242092,0.33624017988186,0.179814932530316,-0.6233936712993,-0.756794052617717,17.6508197242092,0.350398526221572,0.288675363649951,-0.505453822953762,-0.616165950551551,17.6508197242092,0.326871858447359,0.175355325863534,-0.62751071415432,-0.73479523106129,17.6508197242092,0.350262555861511,0.274870627221682,-0.556139370991342,-0.874227246123075,17.6508197242092,0.328337000003113,0.165282856033949,-0.646612986286122,-0.774612509550861,17.6508197242092,0.340843980713925,0.269368318339493,-0.543722412177175,-0.853537568675093,17.6508197242092,0.318963903342295,0.159882631004219,-0.634481584726945,-0.754187155775221
"5",17.3869337573669,0.593378039234349,0.587220127750844,-0.069225105421507,-0.231109981551899,17.3869337573669,0.413757102416174,0.271204808334868,-0.562921073892412,-0.779449653561556,17.3869337573669,0.369071637392862,0.160892652490514,-0.574221221117705,-0.68011992782535,17.3869337573669,0.425012758973011,0.266963717919208,-0.548380073479395,-0.596998903037063,17.3869337573669,0.390567309437497,0.173148541725517,-0.712776498581278,-0.712895299911093,17.3869337573669,0.425266574440745,0.246993437869841,-0.617684857719531,-0.810254192740474,17.3869337573669,0.393986990276823,0.147950147238643,-0.692576074570982,-0.699988046192044,17.3869337573669,0.415498021749663,0.237039109762409,-0.578072666451903,-0.772930694397867,17.3869337573669,0.384303188377333,0.138153961077148,-0.653487535483127,-0.663111886831618
"6",17.5373201311667,0.474522639993544,0.702746584071652,0.13021968852532,-0.267647501938372,17.5373201311667,0.342715882758368,0.269714434185571,-0.341102712205801,-0.811678975991305,17.5373201311667,0.347277288567922,0.203570072736764,-0.276788446060767,-0.685426267611251,17.5373201311667,0.343274679924572,0.31629594927272,-0.30788840555931,-0.655170133381383,17.5373201311667,0.335937235272611,0.236096062241655,-0.340496985854754,-0.655121311541802,17.5373201311667,0.336913529651168,0.306498379723687,-0.305986153865981,-0.660909267958621,17.5373201311667,0.329825113601224,0.204770568218732,-0.360910455523945,-0.629842684538453,17.5373201311667,0.325886055383628,0.302047606019965,-0.279272204488872,-0.653746330492476,17.5373201311667,0.318800376067,0.200302815529535,-0.334365021266599,-0.622811930121351
"7",17.7378371319089,0.474238176714874,0.57381342487806,-0.274190236473937,-0.908933478816043,17.7378371319089,0.362268000669623,0.215948433582654,-0.661470644927158,-1.34158001843092,17.7378371319089,0.361478533291892,0.23182067121555,-0.598187495981548,-1.29844581953747,17.7378371319089,0.363639651072658,0.233777476574579,-0.57132285554461,-1.19665525464776,17.7378371319089,0.357324344389519,0.172855405943787,-0.586553206522972,-1.22856097814622,17.7378371319089,0.364570349926853,0.216119859700086,-0.600613272203166,-1.27352057557395,17.7378371319089,0.362383311445179,0.136121374564764,-0.616943364584618,-1.23947353762809,17.7378371319089,0.354571257614687,0.22539677071959,-0.587228241046615,-1.23899720839651,17.7378371319089,0.35238461296823,0.145229391869104,-0.603637003283755,-1.20498682071131
"8",17.6468578223619,0.604918935525894,0.624046480901131,-0.348971258471046,-0.614081923572244,17.6468578223619,0.442824095691065,0.166549201795412,-0.776945017914094,-1.55244846123015,17.6468578223619,0.460869673234015,0.157739530275777,-0.814712954987936,-1.39752518559697,17.6468578223619,0.449371006684507,0.205166503518895,-0.71065923218148,-1.35893671471566,17.6468578223619,0.459500698640431,0.126039838022439,-0.750229043074044,-1.31655114737481,17.6468578223619,0.448340517684039,0.207274550546163,-0.717667984839893,-1.23548011147095,17.6468578223619,0.444077021713977,0.147368317744709,-0.751732525743327,-1.20001245369824,17.6468578223619,0.439262352317392,0.205268567036207,-0.712502390516772,-1.23534154479672,17.6468578223619,0.434999789494549,0.14534376429052,-0.746585111239551,-1.19986306000633
"9",17.6926951300054,0.518371448826056,0.308525845718563,-0.47536332045463,-0.858694205008907,17.6926951300054,0.28424271317664,0.0216463266953581,-0.795000942851054,-1.27758806842454,17.6926951300054,0.287447683730425,0.0310333604850791,-0.824504138756505,-1.2059978885694,17.6926951300054,0.299015267778342,0.0498877318717982,-0.668995895294926,-1.10925983239364,17.6926951300054,0.288359444860241,-0.0284894430078055,-0.739717168108391,-1.13887767032875,17.6926951300054,0.299481617051445,0.0349928541897357,-0.714628593640507,-1.15096134432641,17.6926951300054,0.298376400245011,-0.0275181013051845,-0.762763020686119,-1.12025663762872,17.6926951300054,0.29016125279558,0.0393992307844673,-0.697246894745971,-1.15021045908269,17.6926951300054,0.289056109606221,-0.0231757026124067,-0.745490257096262,-1.11955316838411
"10",17.5984965428174,0.459226647916148,0.384003148309856,-0.231004250941294,-0.950191133350527,17.5984965428174,0.339306538946822,0.193383631430914,-0.480249990838712,-1.50493414674244,17.5984965428174,0.331148232351521,0.163848523908342,-0.429921039452107,-1.43049012984893,17.5984965428174,0.331235313032647,0.200943120255483,-0.41123626526526,-1.30492566677248,17.5984965428174,0.321287648449324,0.140138591893473,-0.488296111325363,-1.32943711080736,17.5984965428174,0.327541697111255,0.188143845014019,-0.443403203084897,-1.37974100789818,17.5984965428174,0.319304551827001,0.121977058438384,-0.511897114578827,-1.35054800147859,17.5984965428174,0.330129871656001,0.195088472846711,-0.431700670572935,-1.37519548475313,17.5984965428174,0.32189026044976,0.12892221927409,-0.500188464373123,-1.34585310572159
