"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",17.8127443735396,0.640515637920377,0.78470536404583,0.565500141992398,-0.380834375422639,0.185985212831206,-0.691865714744837,-1.10106410869092,-2.07525153989574,-1.07910308603706
"2",17.6044034653508,0.782107645906655,0.86313882005311,0.623947519135519,0.206286962660329,0.198347093303197,-0.834063657363957,-1.45959740038516,-1.89589633089881,-1.95132461060591
"3",17.5208907704487,0.527500441151338,0.915846034952387,0.04361503884763,-0.438901215104747,0.0864229042192635,-0.697542838354131,-1.07971671639235,-1.15873988117695,-0.850798201561948
"4",17.6544045626617,0.790426513039942,1.07289113625868,0.604223282008872,0.228714129663883,0.00928968887307282,-0.648171349752527,-1.42677800961241,-1.48267175225227,-1.02843086250513
"5",17.8213187121201,0.630957818285842,1.05033239136124,0.102072060047492,-0.476394656596862,-0.245812315724377,-0.895987475905152,-1.1896129523002,-1.1895555466554,-1.32365415991661
"6",17.6001597726207,0.565422408380643,0.911760882580811,0.389303506214483,-0.837540651402157,-0.0694205312724044,-0.48000992478346,-1.03214516257527,-1.46423273065466,-1.1021717548893
"7",17.6250152266243,0.685029769288146,1.01728033658616,0.76108018611601,0.0250438322868108,0.0640606522734632,-0.597602837233942,-1.21123705730452,-2.36221269154507,-2.00890920903024
"8",17.5615674939427,0.648829354567469,1.21105155317537,0.808058680834055,0.492909365383882,0.152207160071638,-0.335595649883959,-1.17639203695434,-1.76511048493366,-1.57173090134684
"9",17.6276108750624,0.756225189479379,0.771465812459027,0.346078574440936,0.0137402224499757,0.149631437333216,-0.622087728360592,-1.12262219121437,-1.67700015475993,-1.48205554893527
"10",17.5930724958753,0.772164647183079,1.14385004802665,0.591001114346247,-0.0637194571639539,0.110359800032978,-0.685882925027123,-1.58564090793709,-1.97943633510813,-2.26602764189656
"11",17.3807035697084,0.452400659991936,0.81705276748332,0.453938182584609,-0.495045394358555,0.384338315664222,-0.538732041427264,-1.0113554839997,-1.7984496665701,-0.991277493370448
"12",17.5788116981094,0.856487580781194,1.14394952945898,0.436344728865748,-0.801402836687639,0.192683879347784,-0.757236341612127,-1.36035324496914,-1.66531003843085,-0.368337280677148
"13",17.7896459924698,0.599016427117816,1.22795783115124,0.901822168185353,0.00683556060759999,-0.0237837134032167,-0.543273072048856,-1.744182260425,-2.48514296962691,-1.73723486938198
"14",17.7457281979734,0.910681494697508,0.918462319771578,0.156602943844401,-0.64109667176127,-0.303995477734005,-0.52544523819646,-0.760788234910217,-1.22488303373909,-0.230537410331944
"15",17.6149815299888,0.653532863050694,1.03800956671348,0.480490501405678,-0.427290020032076,-0.0181755296975794,-0.528097441157686,-1.16145185934855,-1.53518959891932,-0.641688736949086
"16",17.5335705278893,0.678826313207991,0.973034939058052,0.391778332259555,0.296617092260246,0.0203726950639204,-0.598569514061035,-1.03804872436142,-1.42058493739312,-1.86419951262197
"17",17.4291535458352,0.721667659754394,1.09367680189251,0.316695987518661,-0.00142904083244951,0.131892389246901,-0.584443848740145,-1.32567450137228,-1.87335933284249,-1.71702263043364
"18",17.6614941366849,0.711616336435251,0.972230626626091,0.732692168201487,-0.108005857768278,-0.0359147006434698,-0.394429596583865,-1.16740150346906,-2.01050959973253,-1.77855462283446
"19",17.6495454216044,0.854492116757576,0.939250795980771,0.61196271175647,0.341855589077195,-0.0138924904689836,-0.673637595800267,-1.1358949572832,-1.9534139646009,-1.67411950161581
