,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90
244,17.6413134486,0.9141382833,1.6570951234,0.7689803278,0.031283411,0.1654490897,-0.3469318728,-1.8171305783,-1.6467622138,-1.4901540806,17.6413134486,0.747477325,1.3820796594,0.4909705488,-0.5378797506,0.1654490897,-0.3084387643,-1.7366585895,-1.5852273937,-1.4327858398,17.6413134486,0.736718641,1.2330373347,0.4361603048,-0.4027529265,0.1654490897,-0.3121080936,-1.7300022529,-1.5090376756,-1.5280011837,17.6413134486,0.7580883884,1.3728607776,0.617159741,-0.3879675229,0.1654490897,-0.3280403714,-1.7689292161,-1.8087235366,-1.513547598,17.6413134486,0.7266768929,1.2559478811,0.4004711868,-0.4611081315,0.1654490897,-0.2846460327,-1.6787704969,-1.5938221077,-1.4483965517,17.6413134486,0.7739660503,1.3175372112,0.5827751585,-0.4416844318,0.1654490897,-0.3618596004,-1.7269677768,-1.7861932969,-1.5363503609,17.6413134486,0.7460364776,1.2529384849,0.5523744981,-0.3607133709,0.1654490897,-0.3212742727,-1.6647257427,-1.7761009543,-1.5793127653,17.6413134486,0.7877470128,1.3382466925,0.5885545839,-0.4553385864,0.1654490897,-0.3582288896,-1.7452815256,-1.7966726094,-1.5347984471,17.6413134486,0.739424341,1.2595235153,0.5302663973,-0.3105954761,0.1654490897,-0.3284253469,-1.6578504874,-1.7440543224,-1.5924392584
245,17.6735009845,0.7788183369,1.0024171906,0.4437839169,-0.0720856054,-0.1470762781,-0.4347726009,-0.7963147897,-1.1173181718,-0.5689674959,17.6735009845,0.6348457195,0.6652489743,0.1019810776,-0.410451479,-0.1470762781,-0.4423204866,-0.7283705311,-1.0715824886,-0.7932611329,17.6735009845,0.6470495815,0.4212219764,0.0533206466,-0.3543627203,-0.1470762781,-0.445192744,-0.572550786,-1.1945471484,-0.8130614781,17.6735009845,0.6420775262,0.5842985587,0.0512047007,-0.3967429075,-0.1470762781,-0.4706452615,-0.7292299141,-1.1315323606,-0.990567263,17.6735009845,0.6478826102,0.5814122624,-0.0912632241,-0.4484542404,-0.1470762781,-0.4555533415,-0.7385027975,-1.1115383718,-0.9543683282,17.6735009845,0.6449336444,0.5706742423,-0.0379655068,-0.6071771212,-0.1470762781,-0.4747686727,-0.7372154865,-1.0875593275,-0.9093184016,17.6735009845,0.6482129747,0.5768869706,-0.1205575342,-0.4855995863,-0.1470762781,-0.4555935995,-0.7288576487,-1.0396443801,-0.9416759168,17.6735009845,0.6334724299,0.5435524218,-0.0692538087,-0.6228577976,-0.1470762781,-0.4711110158,-0.7004152536,-1.0337393903,-0.9097918659,17.6735009845,0.6500517753,0.6000899381,-0.0495421862,-0.4329878492,-0.1470762781,-0.4748330368,-0.7656442314,-1.113424318,-1.0094705909
246,17.6916282303,0.8003669666,1.4736302842,1.0275338733,0.7520335695,-0.1676235979,-0.6410362922,-1.3041144503,-1.6520525868,-1.5973081032,17.6916282303,0.5984819715,1.2591271626,0.5663629058,0.3534572564,-0.1676235979,-0.6226504232,-1.2719437771,-1.51384462,-1.8559419979,17.6916282303,0.5948426486,1.2191979369,0.6221596965,0.4529728937,-0.1676235979,-0.6214471886,-1.4485351063,-1.8348956233,-1.91615743,17.6916282303,0.5923878509,1.2605825626,0.7450930657,0.3321777051,-0.1676235979,-0.5861651312,-1.2856862789,-1.7807151412,-1.6980007031,17.6916282303,0.5782479042,1.1566745359,0.6901166729,0.2316348881,-0.1676235979,-0.5624464027,-1.1203363961,-1.9781243589,-1.5902771759,17.6916282303,0.5936804908,1.2216469888,0.6667198137,0.1516451453,-0.1676235979,-0.5928245248,-1.2573253877,-1.7173731654,-1.4682227262,17.6916282303,0.5790187734,1.1266466709,0.4709256407,0.2267038051,-0.1676235979,-0.5708679448,-1.1855213289,-1.5918260429,-1.4896459167,17.6916282303,0.5892424252,1.1870182002,0.6458266349,0.1413785455,-0.1676235979,-0.5929961749,-1.2496669268,-1.7045399063,-1.4530019632,17.6916282303,0.5583325646,1.1583031874,0.5068393707,0.2331212645,-0.1676235979,-0.5500132108,-1.2203125399,-1.6100596727,-1.4403864162
247,17.5848094081,0.462374449,0.965926521,0.7837882102,0.1572294975,-0.0135110601,-0.0731224311,-0.812268213,-1.3869605337,-1.3365864149,17.5848094081,0.3659578635,0.6751605304,0.5217961576,-0.2681277086,-0.0135110601,-0.1200992164,-0.8413329316,-1.5722851315,-1.415309677,17.5848094081,0.3315373673,0.406084598,0.217156965,-0.1541754023,-0.0135110601,-0.1024229084,-0.6355430507,-1.2158352548,-1.4554401864,17.5848094081,0.4678230783,0.7704683996,0.3704783572,0.0193679824,-0.0135110601,-0.3140339579,-1.0405376301,-1.3720519684,-1.9188686989,17.5848094081,0.4445160642,0.7084808274,-0.2045990791,-0.1857445035,-0.0135110601,-0.3014709081,-0.982333106,-0.6224465303,-1.7130260589,17.5848094081,0.4670880651,0.6902604088,0.1794692553,-0.3938969799,-0.0135110601,-0.3077537908,-0.9460948962,-1.2009627848,-1.5028946091,17.5848094081,0.4392583212,0.6356660111,-0.135790566,-0.2625324363,-0.0135110601,-0.2891827915,-0.8898207103,-0.9317055232,-1.5327932644,17.5848094081,0.4662862107,0.6792247657,0.1665978699,-0.4263638,-0.0135110601,-0.3245972953,-0.9545927748,-1.2284011724,-1.4800404027,17.5848094081,0.4257134626,0.6343439795,-0.1144508643,-0.2155375674,-0.0135110601,-0.2815987882,-0.8719419254,-0.9172130941,-1.5280773095
248,17.8290364469,1.0390850309,1.0927171246,0.9301534961,0.1758169491,-0.2550747712,-0.7774491785,-1.0295783835,-1.7231639328,-1.2422272822,17.8290364469,0.9203284823,0.7342945752,0.5223541634,-0.3227462848,-0.2550747712,-0.8044645588,-0.8949417552,-1.4796863389,-1.2409705919,17.8290364469,0.9161153011,0.7093240958,0.6661064197,-0.2212328196,-0.2550747712,-0.8063843444,-1.0922584979,-2.0160104863,-1.2975197255,17.8290364469,0.8858431364,0.7499459966,0.6591471642,-0.0158508421,-0.2550747712,-0.7417557085,-0.9308869986,-1.7141048054,-1.567769007,17.8290364469,0.8840216748,0.7699190153,0.6152461915,-0.1176704813,-0.2550747712,-0.742276993,-1.0447726079,-1.9587368218,-1.482260515,17.8290364469,0.8930156114,0.722582323,0.6091140213,-0.3638967554,-0.2550747712,-0.756301052,-0.9281659095,-1.7208087358,-1.3102516533,17.8290364469,0.888390387,0.7061430204,0.527618549,-0.2943135027,-0.2550747712,-0.7532602247,-0.9362911822,-1.6831405461,-1.3356235105,17.8290364469,0.886565408,0.7078616098,0.6002818427,-0.4245828883,-0.2550747712,-0.7484181362,-0.9185201678,-1.7115006008,-1.246756036,17.8290364469,0.8828595262,0.7014471416,0.5408804133,-0.3074129223,-0.2550747712,-0.7619064868,-0.9391250898,-1.6939713379,-1.3058775155
249,17.7152479644,0.8176547714,1.4976500979,0.6551300076,0.6807542112,-0.1690408086,-0.3799824395,-1.3964890533,-1.6384225287,-2.0096085756,17.7152479644,0.695679271,1.1746094985,0.1642905544,0.1416546046,-0.1690408086,-0.4146421542,-1.318883363,-1.4534505555,-2.0711942074,17.7152479644,0.7180465759,0.87187345,-0.0452179903,0.2652473156,-0.1690408086,-0.4133686102,-1.0495811181,-1.2235013021,-2.0983875969,17.7152479644,0.6952992429,1.0699207399,0.0210149586,0.1472684483,-0.1690408086,-0.4128924564,-1.1925194483,-1.219529034,-1.924859018,17.7152479644,0.7096395912,1.0680769953,-0.1916705318,0.0743829132,-0.1690408086,-0.400541729,-1.2176361463,-1.0979081058,-1.8748666738,17.7152479644,0.6959093498,1.1011003053,0.043467103,-0.1253506035,-0.1690408086,-0.4079223609,-1.3156959784,-1.3816713114,-1.815729748,17.7152479644,0.7100570052,1.0780373729,-0.03247643,0.0350018011,-0.1690408086,-0.3986220596,-1.3225701477,-1.322667641,-1.8717977826,17.7152479644,0.6903905743,1.0833481329,0.018974821,-0.1659328378,-0.1690408086,-0.4104903259,-1.2813249225,-1.3232522073,-1.790279525,17.7152479644,0.714580982,1.0852265042,-0.0259505548,0.0537522672,-0.1690408086,-0.3913464319,-1.3165851747,-1.2953782715,-1.8562365416
250,17.7677141099,0.8169427869,1.3603542061,1.37495573,0.4823913424,-0.2497311567,-0.3613496021,-1.2646255129,-2.2934178085,-1.9194541838,17.7677141099,0.7078601407,0.8177434566,1.0612929433,0.3522584789,-0.2497311567,-0.3854875432,-1.0074418061,-2.3541847928,-2.3188582063,17.7677141099,0.6967152311,0.4476027013,1.059413252,0.2884099514,-0.2497311567,-0.4071805833,-0.9177815773,-2.3278800584,-2.1074859956,17.7677141099,0.7324605369,0.8737685376,1.0542509765,0.444070974,-0.2497311567,-0.4599271683,-1.0991465715,-2.3169971286,-2.1512741689,17.7677141099,0.7219110443,0.7312894593,0.8544186706,0.1312433232,-0.2497311567,-0.4710548673,-1.0538207959,-2.1913154028,-1.8113634251,17.7677141099,0.7432970661,0.8672892035,0.8053685249,0.0456615475,-0.2497311567,-0.4848547545,-1.1517917774,-2.0810907706,-1.7612252636,17.7677141099,0.7370376399,0.7759514183,0.7324251251,0.1437655404,-0.2497311567,-0.506572836,-1.0783898039,-2.0613069986,-1.7963105377,17.7677141099,0.734959243,0.8470769286,0.7877121551,0.0014034007,-0.2497311567,-0.4738166943,-1.1279395165,-2.0777334366,-1.7020724876,17.7677141099,0.7289357785,0.7884554901,0.7479514614,0.1806360103,-0.2497311567,-0.5108267833,-1.101349915,-2.056949517,-1.8153237182
251,17.3817990657,1.0461798984,1.2196340755,1.0309041304,1.0975553563,0.0725275159,-0.8688027304,-1.1183186606,-2.0107256098,-1.7945078725,17.3817990657,0.7786198185,0.9059225515,0.7601859728,0.6533119841,0.0725275159,-0.7494554408,-0.9744303431,-2.0242848993,-1.7970966718,17.3817990657,0.7592330844,0.5323853947,0.7997592873,0.718300827,0.0725275159,-0.7352254846,-0.6665544326,-2.3498297852,-1.7417810562,17.3817990657,0.7430640278,0.9080063974,0.4983668407,0.5410074885,0.0725275159,-0.6740216772,-0.9883806729,-1.6611424534,-1.4880417431,17.3817990657,0.7318425163,0.7860936457,0.3834361752,0.5331980011,0.0725275159,-0.6648709132,-0.8784175596,-1.890635285,-1.4953853289,17.3817990657,0.7424102088,0.9022065978,0.3808987088,0.4329584429,0.0725275159,-0.6728508919,-1.008731503,-1.5823125136,-1.4707922032,17.3817990657,0.7338543246,0.8992451553,0.2422911483,0.5453308887,0.0725275159,-0.6694108937,-1.0501713947,-1.5645916176,-1.5138046075,17.3817990657,0.7292704126,0.8962533275,0.3764151138,0.4004544884,0.0725275159,-0.6650893054,-1.0177107077,-1.5874620625,-1.448487487,17.3817990657,0.7153795084,0.905369339,0.2899816687,0.5956539582,0.0725275159,-0.6486093167,-1.0488619857,-1.6009963491,-1.5322481743
252,17.3345634311,0.9277252833,1.8623478948,1.5501324563,0.6807507197,0.1319690353,-0.5422608776,-2.0520744919,-2.3877083724,-1.3768549019,17.3345634311,0.6678706165,1.2108061916,1.0998591171,-0.1414587783,0.1319690353,-0.538052193,-1.7322305635,-2.3815910364,-1.3562638615,17.3345634311,0.6532797446,0.905037534,1.0397120555,0.0982988032,0.1319690353,-0.5442251849,-1.5458047205,-2.5237701441,-1.4559803837,17.3345634311,0.6417807151,1.2180191504,0.8104429127,-0.0353979696,0.1319690353,-0.476938437,-1.6775493146,-2.0231174559,-1.4245247722,17.3345634311,0.6409453826,1.1472499372,0.7113241216,-0.0046358602,0.1319690353,-0.4892750163,-1.5583565796,-1.8910292578,-1.439928867,17.3345634311,0.6424125736,1.2666936412,0.7082332608,-0.122485612,0.1319690353,-0.5105811438,-1.805016645,-1.9605196723,-1.457527992,17.3345634311,0.6352868301,1.2886290534,0.6446066801,0.0080566341,0.1319690353,-0.5146586914,-1.7953939832,-1.8766423077,-1.4839163259,17.3345634311,0.638759769,1.2747433762,0.7361138996,-0.1078575705,0.1319690353,-0.5164602776,-1.8436940867,-2.0366974007,-1.5407896883,17.3345634311,0.6420377379,1.3244237601,0.70700189,0.072401783,0.1319690353,-0.5142647275,-1.8293568427,-1.9172394145,-1.5510171498
253,17.3377766594,0.9209941034,1.5228419105,1.0725712858,0.4742702986,0.3336478129,-0.535743987,-1.139277907,-1.2384881675,-1.2649908923,17.3377766594,0.8220803341,1.1933455486,0.8095861108,-0.1803792302,0.3336478129,-0.5338068172,-1.1108724705,-1.1822006142,-0.9881138808,17.3377766594,0.8255430271,0.7666934621,0.6817024894,0.0269410391,0.3336478129,-0.5323118749,-1.0207286183,-1.2877537913,-1.1505488114,17.3377766594,0.8012776285,1.1472704449,0.9110846619,0.5749003993,0.3336478129,-0.5003954989,-1.1282245484,-1.4290261493,-2.0989695178,17.3377766594,0.7546644228,0.9257814479,0.6221060121,0.354692202,0.3336478129,-0.3882378581,-0.9931913526,-1.1430506395,-1.8537471738,17.3377766594,0.7972179243,1.1005134405,0.6674988144,0.093836762,0.3336478129,-0.4910339618,-1.1148773469,-1.2270901838,-1.6933056047,17.3377766594,0.7517985076,1.048277207,0.623908983,0.2397014028,0.3336478129,-0.3814859534,-1.0366226549,-1.1816905891,-1.697162671,17.3377766594,0.789120809,1.1194215849,0.6665562729,0.0954933059,0.3336478129,-0.485475166,-1.1451609886,-1.2573735565,-1.7676318915,17.3377766594,0.7595026137,1.0685324437,0.6613231444,0.2689888431,0.3336478129,-0.3808508659,-1.0645059171,-1.1982763586,-1.7457745306
254,17.2699825922,0.6532244567,1.5251531947,1.0778470464,0.175858674,0.1143166516,-0.3783380465,-1.1514850345,-1.8660009384,-1.0965693235,17.2699825922,0.5831158233,1.2758749633,0.787476171,-0.3792177831,0.1143166516,-0.397375557,-1.1062318245,-1.7897274171,-0.8816765963,17.2699825922,0.5892609666,1.0628647837,0.440477108,-0.2589361492,0.1143166516,-0.3850382539,-1.0522945994,-1.5648274142,-0.9566488597,17.2699825922,0.6020712502,1.1430476599,0.685337828,-0.214672311,0.1143166516,-0.4260950471,-1.0031393001,-1.6778622807,-1.0882385445,17.2699825922,0.586256138,1.1417273671,0.4269461608,-0.1973458887,0.1143166516,-0.3669711791,-1.1347146817,-1.4530443115,-1.12313782,17.2699825922,0.6067116712,1.0969367204,0.6080565108,-0.2589279024,0.1143166516,-0.4406577654,-1.0202528109,-1.6740532081,-1.1788872627,17.2699825922,0.5935994365,1.0494293568,0.4965316162,-0.1339159663,0.1143166516,-0.3882907611,-0.9857189598,-1.5903985097,-1.201256238,17.2699825922,0.6130497849,1.1288034464,0.6116573746,-0.2933750627,0.1143166516,-0.4472501804,-1.0903903184,-1.7435080996,-1.197270189,17.2699825922,0.6210855914,1.042331337,0.5188758818,-0.1573960517,0.1143166516,-0.4330184324,-0.9718549542,-1.5707198613,-1.1624463665
255,17.6940458246,0.9839580055,1.3910926566,0.9239357503,0.2521685403,-0.1424382126,-0.4568506356,-0.9373195507,-1.6490455894,-1.2585314071,17.6940458246,0.8033618456,0.856733569,0.3752671164,-0.6962893064,-0.1424382126,-0.4141276673,-0.5733725154,-1.2759177706,-0.6665084953,17.6940458246,0.8078848271,0.6568480014,0.1857075671,-0.4837158752,-0.1424382126,-0.4134295544,-0.4434272846,-1.2231015858,-0.8294032182,17.6940458246,0.8335457882,0.909469429,0.4756682986,-0.1264898987,-0.1424382126,-0.4760431262,-0.6896836515,-1.4477970066,-1.3249315475,17.6940458246,0.8108746569,0.7457196945,0.2342776433,-0.2849581357,-0.1424382126,-0.4235941588,-0.5044389604,-1.1495312567,-1.145074058,17.6940458246,0.8572762352,0.9448124594,0.3547843982,-0.5450704099,-0.1424382126,-0.5318193779,-0.792044963,-1.4263101754,-0.9849540662,17.6940458246,0.8329636392,0.9226810974,0.3668659128,-0.4515515939,-0.1424382126,-0.4760846063,-0.7360646247,-1.3568696483,-0.9813890821,17.6940458246,0.8293509824,0.8983068233,0.3237946756,-0.5382632016,-0.1424382126,-0.5042315623,-0.7433042473,-1.4201561148,-1.0465733787,17.6940458246,0.8187171543,0.9100681564,0.3830874687,-0.4561998693,-0.1424382126,-0.4670161813,-0.7062265035,-1.3341168727,-0.9418676588
256,17.7676576313,0.9983321627,1.784811352,1.5860415037,0.9294540369,0.0679542368,-0.4525896339,-1.627837249,-2.4506970783,-1.9419240269,17.7676576313,0.7860720361,1.3202055824,0.982623621,0.310034936,0.0679542368,-0.4497844052,-1.6468170947,-2.580931242,-2.012629384,17.7676576313,0.7951958362,1.1421808679,1.1373255827,0.4739450919,0.0679542368,-0.4560011953,-1.5799018004,-2.7582683165,-2.0330606822,17.7676576313,0.7833542308,1.327316513,1.0560582529,0.8098571773,0.0679542368,-0.4934461517,-1.644436509,-2.5245093996,-2.7845430296,17.7676576313,0.7748695287,1.3461163625,0.8281009056,0.499253997,0.0679542368,-0.4631819269,-1.6634552435,-2.1759537566,-2.4226951884,17.7676576313,0.7654369953,1.1648634968,0.8291693084,0.2824989157,0.0679542368,-0.4679171786,-1.484189501,-2.2325753996,-2.1941361345,17.7676576313,0.7531129067,1.074152172,0.857024686,0.3989518134,0.0679542368,-0.4260150681,-1.3659479029,-2.234925467,-2.2172212015,17.7676576313,0.7727991833,1.1424272664,0.8379200591,0.2658457027,0.0679542368,-0.4824442654,-1.492456943,-2.2654455655,-2.2161936078,17.7676576313,0.7437483203,1.0858550461,0.8689447063,0.3988259303,0.0679542368,-0.3975218718,-1.3620358869,-2.2122276919,-2.178543696
257,17.7532764815,0.7545835717,1.5524751347,1.3295691783,0.5592353723,-0.330202716,-0.5517438103,-1.2129558626,-2.1403602656,-1.6442024387,17.7532764815,0.5543358338,1.1833260081,0.9662391918,-0.104463579,-0.330202716,-0.5067469827,-1.2000094733,-2.1383598043,-1.4479252984,17.7532764815,0.5645639368,1.1367237905,0.952846317,0.087512072,-0.330202716,-0.5125005966,-1.2544709277,-2.1860766884,-1.5791269215,17.7532764815,0.6019078035,1.1870843441,0.9398656568,0.1118890173,-0.330202716,-0.5852664914,-1.2559149379,-2.2196422437,-1.7438258629,17.7532764815,0.6094928468,1.2045346779,0.8603453589,0.0039672067,-0.330202716,-0.5837946789,-1.2494103558,-2.2402165173,-1.6415704879,17.7532764815,0.5930158772,1.1512485111,0.8178270958,-0.1495159623,-0.330202716,-0.5793282976,-1.2492097334,-2.1033492792,-1.5926049849,17.7532764815,0.5966787356,1.1764896816,0.8145145568,-0.0617262907,-0.330202716,-0.570968929,-1.2621319891,-2.1065877395,-1.6427051406,17.7532764815,0.5835476085,1.143092032,0.7755963572,-0.1523470708,-0.330202716,-0.5860179618,-1.2463935309,-2.0607840204,-1.5806012083,17.7532764815,0.5799934428,1.1694709683,0.8111893248,-0.0540164996,-0.330202716,-0.5533971982,-1.2372560932,-2.1014688756,-1.6639958519
258,17.4522886432,0.7167311832,1.236523614,1.1117910349,0.1333291566,0.0470050402,-0.5165664873,-1.1327749507,-1.8474991449,-1.0391329498,17.4522886432,0.6113496105,0.8707501706,0.6497165459,-0.5083899307,0.0470050402,-0.5436365538,-1.0253620914,-1.6305493458,-0.688899375,17.4522886432,0.6079958665,0.6071239329,0.5227182772,-0.3019502759,0.0470050402,-0.5446958759,-0.9812468492,-1.5490247672,-0.8401426193,17.4522886432,0.5660691315,0.8843984243,0.660766235,-0.2363317206,0.0470050402,-0.4627920093,-1.1528963254,-1.6833316216,-1.0330086937,17.4522886432,0.5741795965,0.7912196245,0.4710385599,-0.3071024239,0.0470050402,-0.4800644088,-1.1903621985,-1.5517907596,-0.9929297596,17.4522886432,0.5655238544,0.8406006771,0.5032347114,-0.3671896175,0.0470050402,-0.4628956711,-1.1187732416,-1.5969947625,-1.0356187875,17.4522886432,0.5718779909,0.8259814196,0.4937274207,-0.224805714,0.0470050402,-0.4772960989,-1.1419925528,-1.5648482282,-1.0971233525,17.4522886432,0.5707771082,0.8530690085,0.5137861399,-0.3810101778,0.0470050402,-0.4782034514,-1.134468984,-1.6196007909,-1.0041318266,17.4522886432,0.5824745022,0.8294498411,0.5037397107,-0.1813927291,0.0470050402,-0.4887966904,-1.1279030887,-1.5594619321,-1.1266362038
259,17.6229866801,0.9552109459,1.0732368646,0.8870094074,0.0090761755,-0.0817976109,-0.3283780038,-0.7748317436,-1.524281361,-1.1856746765,17.6229866801,0.7610853769,0.7143296392,0.6030952346,-0.3461696781,-0.0817976109,-0.3516012896,-0.6829506448,-1.442500944,-0.9509747824,17.6229866801,0.7620848447,0.3852304922,0.5140960338,-0.1819816275,-0.0817976109,-0.3493480884,-0.5155022064,-1.6140646594,-1.0902497792,17.6229866801,0.851901937,0.68266599,0.597898811,-0.1559809335,-0.0817976109,-0.5513377075,-0.7772976977,-1.6429635992,-1.2743546066,17.6229866801,0.8303661759,0.5468236616,0.49610792,-0.1424832822,-0.0817976109,-0.4971696093,-0.5515030542,-1.6793750808,-1.2913122229,17.6229866801,0.8531156619,0.6513930565,0.4969138555,-0.2624305558,-0.0817976109,-0.5480341464,-0.793192938,-1.5990091863,-1.2806068028,17.6229866801,0.8349984665,0.6323126871,0.4287741804,-0.0890093967,-0.0817976109,-0.501555247,-0.7575587378,-1.5743793836,-1.3718622925,17.6229866801,0.8619104181,0.6636305282,0.4888858483,-0.2518494636,-0.0817976109,-0.5650029266,-0.8154783808,-1.5964962277,-1.2762520539,17.6229866801,0.8287608598,0.6236742172,0.4260853472,-0.0550772264,-0.0817976109,-0.5070680033,-0.73042101,-1.5203045106,-1.4011619259
260,17.796890628,0.7396712268,0.9801915819,0.8906468032,0.3103354658,-0.2541796416,-0.427851522,-0.8394818628,-1.8314352629,-1.0070446839,17.796890628,0.5803644891,0.6381198897,0.6539692171,-0.0328131256,-0.2541796416,-0.3921370667,-0.8012651284,-2.0707064907,-1.3568345315,17.796890628,0.5770250813,0.5523295948,0.4795997408,0.0191788039,-0.2541796416,-0.3973283634,-0.7893780373,-2.2196527332,-1.2676950746,17.796890628,0.574174466,0.6103421859,0.6292234588,0.2899666176,-0.2541796416,-0.3718705527,-0.7344370335,-1.9818557978,-1.4947663545,17.796890628,0.5395284742,0.6109757063,0.310451496,0.0529383094,-0.2541796416,-0.3168269405,-0.7415189207,-1.7283501977,-1.2793515054,17.796890628,0.5759204347,0.5436097531,0.3598686035,-0.1045177985,-0.2541796416,-0.3813270949,-0.6620930027,-1.6204525542,-1.2306101983,17.796890628,0.540060694,0.5675241903,0.1754227165,0.0293803536,-0.2541796416,-0.3256198931,-0.6630649197,-1.5102952706,-1.258625243,17.796890628,0.5783988003,0.5358680397,0.3339083198,-0.1090614532,-0.2541796416,-0.3963674006,-0.6679250955,-1.6215090771,-1.2141855094,17.796890628,0.5415100003,0.6070491985,0.1909409813,0.0241104349,-0.2541796416,-0.3187656389,-0.7099870786,-1.507027652,-1.2332652478
261,17.577740513,1.3413729049,1.4700033813,0.4777434776,0.4521779849,0.1001663724,-0.9219075124,-1.5583317246,-1.6535603329,-2.0863999494,17.577740513,1.1287979391,1.1260535365,0.0849923307,0.0461522388,0.1001663724,-0.9215391057,-1.4940539211,-1.5497693572,-2.1049007413,17.577740513,1.1267712213,1.0944636559,0.1879824473,0.1054577993,0.1001663724,-0.9286804192,-1.6431903256,-1.9296285412,-2.1051046006,17.577740513,1.1300825536,1.2588636088,0.3246687654,0.0238439599,0.1001663724,-0.9204394841,-1.7818142994,-2.0043820303,-2.2499884976,17.577740513,1.1133852395,1.2302208421,0.4102637775,-0.0430336947,0.1001663724,-0.8918879162,-1.7626030301,-2.2378727511,-2.186786299,17.577740513,1.1170545333,1.1825057629,0.1886475583,-0.0880346927,0.1001663724,-0.8975005044,-1.729067144,-1.8896036644,-2.1992933849,17.577740513,1.1009450331,1.1872154716,0.1343823444,0.0025204405,0.1001663724,-0.8713671096,-1.7070688319,-1.8544684838,-2.2239439801,17.577740513,1.1183336595,1.2144676851,0.2109741471,-0.0206558944,0.1001663724,-0.8975446917,-1.7543007898,-1.9115546276,-2.3254858078,17.577740513,1.1232474742,1.2034275883,0.1673019156,0.0275742017,0.1001663724,-0.8958114357,-1.7111269625,-1.8594972997,-2.2575083807
262,17.7869169152,0.6970270306,0.7449404669,0.7408551743,-0.0491789204,-0.0202538776,-0.2081499564,-0.5106300593,-1.8466370099,-1.6628475978,17.7869169152,0.5325636061,0.3596839788,0.458793752,-0.482084181,-0.0202538776,-0.24316264,-0.3497990735,-1.7409402029,-1.6579534987,17.7869169152,0.5345173847,0.0984691959,0.266697973,-0.3689419519,-0.0202538776,-0.2340228947,-0.317374115,-1.6996529788,-1.7379125317,17.7869169152,0.559513432,0.4509079036,0.3484488026,-0.2244073561,-0.0202538776,-0.3049102503,-0.6122763901,-1.7423919174,-2.1184126269,17.7869169152,0.5636251309,0.351428312,0.0734310224,-0.3162808056,-0.0202538776,-0.3002429518,-0.53073045,-1.5318474567,-2.0203179778,17.7869169152,0.5677668379,0.4604446084,0.262377262,-0.4784973223,-0.0202538776,-0.3282240353,-0.6783854204,-1.7570057965,-1.8794195278,17.7869169152,0.5736663185,0.4079584068,0.1631446647,-0.3466169593,-0.0202538776,-0.3308905381,-0.6530235106,-1.7408160908,-1.9250344549,17.7869169152,0.5603234298,0.4543924523,0.2511724994,-0.5257532764,-0.0202538776,-0.3180968435,-0.6753849511,-1.7523159883,-1.8174091381,17.7869169152,0.6225707536,0.4513982413,0.2189890434,-0.3259551084,-0.0202538776,-0.4041862408,-0.7041868689,-1.7871726727,-1.9684872692
263,17.631194105,0.9916387268,1.5323244133,1.1669207397,0.5640318864,-0.0704534693,-0.6357860771,-1.2466193842,-1.7919380494,-0.8103514584,17.631194105,0.8008450942,1.0082120582,0.7894560952,-0.0601350168,-0.0704534693,-0.648153839,-1.0701279521,-1.7893648532,-0.564095777,17.631194105,0.796861175,0.7019103186,0.7465183889,0.1660690767,-0.0704534693,-0.6547071919,-1.1511859845,-2.0547582624,-0.7273071096,17.631194105,0.7910579883,1.0727889307,0.8723732919,0.4292799914,-0.0704534693,-0.6159266976,-1.1816876923,-1.9740289109,-1.3274325519,17.631194105,0.7853054689,0.9882388817,0.6898674806,0.3417591111,-0.0704534693,-0.6116359083,-1.2467026142,-1.9050305526,-1.2643664966,17.631194105,0.7794643347,1.042834774,0.6414402036,0.232531805,-0.0704534693,-0.596058975,-1.200262091,-1.7891510138,-1.3043010293,17.631194105,0.7735957222,0.9870169755,0.557190719,0.4415611838,-0.0704534693,-0.5922013059,-1.1545972017,-1.7269122185,-1.4016527471,17.631194105,0.781403212,1.0310903014,0.6149379485,0.2117511399,-0.0704534693,-0.6065086822,-1.210360241,-1.7876546594,-1.3108691463,17.631194105,0.7869884757,1.0059115267,0.5960125148,0.4467578401,-0.0704534693,-0.6064229143,-1.163853844,-1.7295107875,-1.3885761078
